File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
./Code/keepassxc-develop/src/format/KdbxWriter.cpp,73,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buffer.open(QIODevice::WriteOnly);,24b5bf50261c4eea194b6c0d238cef4a071280cf9b780c58c261822998726f06,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxXmlReader.cpp,58,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    file.open(QIODevice::ReadOnly);,8b01370e654ccf96cde8785c8c658691c539b1312ec1223deda1eab456e8705e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxXmlReader.cpp,1158,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buffer.open(QIODevice::ReadOnly);,e3fe094026852ef32f01c3673deef9ab97bacd14a7aa0111585e9d2cf94b3f6e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxXmlReader.cpp,1162,16,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    compressor.open(QIODevice::ReadOnly);,a705fa39b120af73d86e01628634bbfc71b10d4f475b08351f7e72886f5dc553,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxXmlWriter.cpp,69,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    file.open(QIODevice::WriteOnly | QIODevice::Truncate);,375ea105f086dec3ff6dde1be36f97d978d3f61e852321218a4844fb72391364,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxXmlWriter.cpp,197,20,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,            buffer.open(QIODevice::ReadWrite);,707e2c732f8dd55fb8536321fb64da3d933f94743b974e4fc6b5cb8692926e65,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxXmlWriter.cpp,201,24,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,            compressor.open(QIODevice::WriteOnly);,915249af41253f155f342e4df6f6c07519a198ba24f6888664fb8beecb2cd51f,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KeePass1Reader.cpp,253,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!keyFile->open(QFile::ReadOnly)) {,0d7fa1c4053ca2a6abff33c819661f4f5ae8daefa09352d67d7dce80e5bbcc3e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KeePass1Reader.cpp,266,17,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!dbFile.open(QFile::ReadOnly)) {,3e0e07c88a3308d6ce49ec9a1dc02adc545ef2f6563e197812cb9d850f09c2fe,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KeePass1Reader.cpp,341,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!cipherStream->open(QIODevice::ReadOnly)) {,d54ad9542e54b13c82f5b12ecd35b01bc70a69e11d6cacf59231b95b03aa1a17,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KeePass1Reader.cpp,365,27,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,            cipherStream->open(QIODevice::ReadOnly);,561885d1b8658f73c90d484fd41e22a6669fc0fd20f5c30f970e3f2baa0b8d69,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KeePass2Reader.cpp,37,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QFile::ReadOnly)) {,653ccc9cf8e5860fa4de223c01e877e3c60e5962e00964db41b66caf9e0c1a2e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KeePass2Writer.cpp,36,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::WriteOnly | QIODevice::Truncate)) {,f70b62e48947e3ce2163e9f893b709ec84ac2b874a87ac63db2a4f26a4a7a2a6,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/OpVaultReader.cpp,311,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::ReadOnly | QIODevice::Text)) {,4f99b006cad5aa9d7603080b885129e3b278f753ccadcef5a32f6cd31a113908,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/OpVaultReaderAttachments.cpp,40,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::ReadOnly)) {,c29467d132da2ca934ab9e4e8d6d15cd35e229efcf215bed86623872bf7c96f8,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/Application.cpp,201,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (stylesheetFile.open(QIODevice::ReadOnly | QIODevice::Text)) {,3035efd591dcad53dcc667fb9a71b4bf243306919767bf21ebd20e0e4ca91a67,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/DatabaseOpenWidget.cpp,259,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    bool ok = m_db->open(m_filename, databaseKey, &error);",60d43ba02ae01f3259a4c1fe662d681f5890ee2088db924f860ab1ea142bb4df,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/DatabaseTabWidget.cpp,525,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::WriteOnly | QIODevice::Truncate)) {,f70b62e48947e3ce2163e9f893b709ec84ac2b874a87ac63db2a4f26a4a7a2a6,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/DatabaseWidget.cpp,463,17,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    totpDialog->open();,cc6bd7f0d230271255a5303d329a94bb46513ee5fe4eed335c82a5db69591684,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/DatabaseWidget.cpp,487,22,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    setupTotpDialog->open();,aee71e6c595a1b2dc669f86223d0879867b431461e37356391b670a7276f53c2,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/DatabaseWidget.cpp,706,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        totpDisplayDialog->open();,95fa81d55da55b7e0a86b8bd3b0b723013c3f1ca69f8c495a0854898182f0457,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/DatabaseWidget.cpp,1782,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    if (db->open(database()->key(), &error)) {",2b29a3d5525ea2e1a06eda3e3c77a5ac87f37d5b964139712bfa2a43f8666995,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/HtmlExporter.cpp,118,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::WriteOnly | QIODevice::Truncate)) {,f70b62e48947e3ce2163e9f893b709ec84ac2b874a87ac63db2a4f26a4a7a2a6,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/IconDownloader.cpp,254,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buff.open(QIODevice::ReadOnly);,e5dba176ebf4aea8c5941dbb5188c11b7b323e4457909f2c016dfb4887dd8e00,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/IconDownloaderDialog.cpp,84,9,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        open();,b639427911fed07d160afe5626c9f77f3a1f34c710fccab08882e9912f6f6ab6,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/Icons.cpp,320,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buffer.open(QIODevice::WriteOnly);,24b5bf50261c4eea194b6c0d238cef4a071280cf9b780c58c261822998726f06,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/KeePass1OpenWidget.cpp,45,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::ReadOnly)) {,c29467d132da2ca934ab9e4e8d6d15cd35e229efcf215bed86623872bf7c96f8,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/MainWindow.cpp,1150,18,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    aboutDialog->open();,5f2025ec6cd05e32396f904f46a74e79b4787821d85853de5aa70e7f9b524a65,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/csvImport/CsvImportWidget.cpp,261,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buffer.open(QBuffer::ReadWrite);,4faa1a498bfe1507e477457c5e18da9c880158baf977a886826da5e580d95c53,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/entry/EntryAttachmentsWidget.cpp,254,34,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        const bool saveOk = file.open(QIODevice::WriteOnly) && file.setPermissions(QFile::ReadUser | QFile::WriteUser),0803cd3a7dbc237214485376c4e25e3c10cb5dc0d9a142c7be4c8ebb10ec0e31,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/entry/EntryAttachmentsWidget.cpp,330,34,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        const bool readOk = file.open(QIODevice::ReadOnly) && Tools::readAllFromDevice(&file, data);",f175952451d9b37151607c2bfd282950a0d0db5b8db7b19e49d27c21e8505199,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/entry/EntryAttachmentsWidget.cpp,443,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (f.open(QFile::ReadOnly)) {,76e99f96f4ea49be7a9762f198508c81fbc42eac4957f30d65d7f1a8bd43c4dc,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/osutils/nixutils/NixUtils.cpp,135,26,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!desktopFile.open(QIODevice::WriteOnly)) {,21c5b0292c270338f657cbdbbeec3ed2b22d7f262bc88623e4e66f190975806c,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/styles/base/BaseStyle.cpp,4245,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (baseStylesheetFile.open(QIODevice::ReadOnly | QIODevice::Text)) {,9c983f7c2f3f0cf7b49a8b26d897eb1c50e071f803398a3f072384891d9ae6c2,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/styles/dark/DarkStyle.cpp,108,27,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (extStylesheetFile.open(QIODevice::ReadOnly | QIODevice::Text)) {,e44180942a52bbebde0345848706029478073c7981e83d43f5d7f37faa464903,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/gui/styles/light/LightStyle.cpp,108,27,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (extStylesheetFile.open(QIODevice::ReadOnly | QIODevice::Text)) {,e44180942a52bbebde0345848706029478073c7981e83d43f5d7f37faa464903,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/keeshare/ShareExport.cpp,172,16,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        buffer.open(QIODevice::WriteOnly);,24b5bf50261c4eea194b6c0d238cef4a071280cf9b780c58c261822998726f06,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/keeshare/ShareImport.cpp,55,9,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        char zipFileName[256];,68382a3badb2a54f3966ada916a3aa01f93e53588056b36f054856fc66cbc5fa,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./Code/keepassxc-develop/src/keeshare/ShareImport.cpp,68,19,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!file.open(QIODevice::ReadOnly)) {,c29467d132da2ca934ab9e4e8d6d15cd35e229efcf215bed86623872bf7c96f8,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/keeshare/ShareImport.cpp,77,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buffer.open(QIODevice::ReadOnly);,e3fe094026852ef32f01c3673deef9ab97bacd14a7aa0111585e9d2cf94b3f6e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/keys/FileKey.cpp,132,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QFile::ReadOnly)) {,653ccc9cf8e5860fa4de223c01e877e3c60e5962e00964db41b66caf9e0c1a2e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/keys/FileKey.cpp,266,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QFile::WriteOnly)) {,2f5d2c7f31bb9aca6068443f044b2686b6e07404797cdfebac87f3e395aacc39,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/keys/FileKey.cpp,365,14,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        std::memcpy(m_key.data(), keyFileData.data.data(), std::min(SHA256_SIZE, keyFileData.data.size()));",0e08b428e1d0271da97db34f6a92d59d90d3b3040a5ff94b26cdafafd0d5b75e,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/FileKey.cpp,424,10,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    std::memcpy(m_key.data(), data.data(), std::min(SHA256_SIZE, data.size()));",8549255c028e78f405d216e4e51ab707854d61933537df63a2a226b80068efd6,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/FileKey.cpp,450,10,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    std::memcpy(m_key.data(), buffer.data(), std::min(SHA256_SIZE, buffer.size()));",73b47e1eb38b0b50fe75aae9a3e7328cf6e4ec2d2101e2de64c4ee083d3c226d,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,137,9,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        char pbReader[MAX_READERNAME] = {0}; // Name of the reader the card is placed in,70b357a146309776c71a4eb3925c5cf5e85bd8649fb6bd763e2cfe057e519764,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,286,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(pbSendBuffer, pbSendBuffer_head, 5);",d1bf44250cef152aa936ceb46f1db94f7d0d95f55388554b6b461aaae987a375,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,287,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(pbSendBuffer + 5, handle.second.constData(), handle.second.size());",80373f86c3f5a57fe361cf91739dc1a9accf65bf8bfe31f901a84e79d710edf8,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,393,17,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,                char pbReader[MAX_READERNAME] = {0};,25099aa716a7cf3b4956b53ceb0e38578441d4d1d000547fbd34a029b0770c37,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,450,17,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                memcpy(version, pbRecvBuffer, 3);",7a23165d73b0c569bb6d79910a573e185dd2cbded76d8042d3fffcd9bd93a553,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,482,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(pbSendBuffer + 5, input, 64);",c438579acef96b913319967b47eb36aef306361b9c893fb5ee90014a985d984f,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,488,17,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                memcpy(output, pbRecvBuffer, 20);",cece6846997426d1a7c284fa5d1710840009b7dc66321756c06b9d51fd32ec9a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/keys/drivers/YubiKeyInterfacePCSC.cpp,567,13,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,            char pbReader[MAX_READERNAME] = {0};,25099aa716a7cf3b4956b53ceb0e38578441d4d1d000547fbd34a029b0770c37,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./Code/keepassxc-develop/src/sshagent/BinaryStream.cpp,34,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    m_buffer->open(QIODevice::ReadWrite);,c29cbfdafeb6bbca662bec06f50cf63b6e738335e7c27b6439ae9d547d3881d6,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/sshagent/KeeAgentSettings.cpp,463,24,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!localFile.open(QIODevice::ReadOnly)) {,fd4725d331d1cb8f97983920e78d8b8a8eed1afc0798df596f01b09105a3f32d,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/sshagent/SSHAgent.cpp,235,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(requestData, in.data(), in.length());",7c2cc110d7894c1b36393757d62b29a6e8890f663fddaf7afe10f2f7a9d09543,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/sshagent/SSHAgent.cpp,248,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(out.data(), requestData, responseLength);",5ef701b2c18dcdfad4ded984a738ec810c5046751f4f35b47718affd78079a21,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/streams/HashedBlockStream.cpp,115,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(data + offset, m_buffer.constData() + m_bufferPos, bytesToCopy);",9545df4d617871356024aa6980fa3f167e75b96865af535d451d647f2c876fbe,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/streams/HmacBlockStream.cpp,114,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(data + offset, m_buffer.constData() + m_bufferPos, static_cast<size_t>(bytesToCopy));",bed130c18e90f8a7656fca140e769c5f458763069629756662cddefa648bb519,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
./Code/keepassxc-develop/src/streams/LayeredStream.cpp,37,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,bool LayeredStream::open(QIODevice::OpenMode mode),be2694f32a6edfcac5b827a686e824bdebf1e4418f73598cce94401251c5a620,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/streams/LayeredStream.cpp,68,27,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        return QIODevice::open(mode);,a846a73edceb48f5787413a606a369c11bfc94daadf33c47e2844047748765b3,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/streams/LayeredStream.h,32,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    bool open(QIODevice::OpenMode mode) override;,0f37f9911c1f820699a7f65cd80a59977a6a923305e1897b71e82a219de8edac,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
